,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,class
0,10.050605,94.116165,-7.7266235,13.7726555,-5.419017,-2.1875308,-1.8246175,3.85495,-4.107703,-1.1136402,-5.0973673,1.032362,-3.8856206,0.31476733,-5.4743476,-0.05799848,-4.002992,-0.0017321381,-5.767183,0.736603,-3.6568313,-3.9570417,-5.357651,-0.049663004,-4.7936683,0.9152836,-1.64466,-0.07574222,-3.3908668,0.31176338,-1.616725,0.2946987,-3.813723,0.8797804,-1.5941387,0.40278098,-3.4065263,-0.92739606,-3.8573585,-3.017664,3.3082957,67.779816,115.36215,116.34289,116.13696,89.644066,210.3799,396.75195,348.1505,376.2246,290.51266,142.45757,106.2618,135.1159,159.81874,154.65262,155.7053,172.51262,139.9081,144.84933,127.2615,86.98983,97.97755,64.53269,37.301304,29.146194,54.69374,58.045116,52.77699,97.913864,87.766685,54.799038,65.562965,28.105543,16.733307,36.29078,25.889372,27.74488,30.229393,52.274445,68.86035,34.377148,16.200476,14.301252,22.373302,14.193258,15.086891,20.96037,12.685941,9.381932,11.4636135,8.492789,5.6885343,5.382102,5.947235,4.717131,4.825217,4.608716,6.243772,12.479835,9.096783,6.790071,4.837779,3.3842854,4.8930154,9.12313,12.324179,8.300705,9.902654,8.138414,11.815942,5.8512707,4.0322714,3.445872,4.624723,5.869775,6.3546267,4.7910337,4.1777062,4.0773206,5.087276,6.6643085,3.0322711,1.7745404,1.5859848,1.5962135,1.7491947,1.7360669,1.9095236,2.6203945,1.6816838,2.9027762,3.4286947,2.5073516,1.2742409,1.2288349,1.5752535,1.2861645,1.0394344,1.0207121,1.1643176,1.4294026,1.9225049,1.3841667,0.92463654,0.7411739,0.7613811,0.5796931,0.6070271,0.6319658,0.7260152,0.61190987,0.46392366,0.6236855,0.7050958,0.72041833,0.5344652,0.6541429,0.5546765,0.8325261,0.9043398,0.828411,0.7336181,0.6907553,0.8830299,0.44612664,0.11816598,0.018650023,0.5811642,0.5028051,0.4804902,0.40712553,0.3792125,0.47293133,0.41932592,0.55955726,0.4824627,0.52124816,0.7096312,0.5226886,3.65
1,-184.15924,126.328545,-28.5591,29.060751,-7.8553305,0.940245,-3.9909425,-1.8985134,-9.425365,-3.244731,-7.9443064,-0.54198,-8.139243,2.5870874,-6.0589294,1.0416937,-5.2416115,-0.46952197,-3.7473683,-0.009582247,-3.5152588,0.20365092,-1.9388376,1.4023864,-3.510992,2.2975066,-2.1445105,1.4844244,-4.2436843,-0.28888044,-3.1547387,1.426475,-1.2494397,0.36852774,-2.4574933,1.6532866,-2.3929062,1.1219724,-1.3864686,1.9311045,0.24646498,0.16810568,0.49673784,0.7059295,1.323258,1.7511877,3.4705527,2.4189343,1.5761137,3.043095,6.016279,2.7529578,1.769789,2.1322682,3.3275812,3.130682,1.4115483,1.1051781,1.3940427,1.7015828,2.1554654,3.0455303,1.7851995,1.1596105,0.7095868,0.57759255,0.37068534,0.27337536,0.34256464,0.47073373,0.3861627,0.38611603,0.44594592,0.37548795,0.4146432,0.345494,0.2998026,0.31648925,0.33310047,0.34538978,0.26660392,0.25364462,0.23813906,0.19875085,0.18442667,0.17523545,0.17960954,0.1562154,0.1788898,0.19147556,0.1694256,0.12906456,0.100909255,0.109050594,0.104141414,0.10148364,0.09129904,0.096430235,0.095327444,0.09400723,0.07765248,0.07470085,0.05005179,0.055730592,0.08181444,0.08428801,0.061660893,0.061800163,0.074443564,0.05899655,0.050647616,0.05330365,0.05110303,0.05326127,0.051155858,0.042646676,0.038880363,0.04590138,0.04486881,0.036917754,0.044716734,0.040553067,0.03306092,0.028376415,0.02274006,0.02301468,0.02187663,0.018830206,0.018198881,0.015508155,0.014713632,0.011071964,0.010114595,0.009005549,0.009077529,0.008329781,0.007225276,0.0058223074,0.0046331673,0.0039601563,0.0036281098,0.0035571377,0.002876139,0.0023580815,0.0019674045,0.0014542686,0.0010778913,0.0009570296,0.0008546424,0.0007601655,0.0009515495,0.0011349751,0.0010906843,0.0009272826,0.00088753283,0.0009617057,0.0010990633,0.0011410388,0.0014632387,0.0013685257,0.0015962714,0.0016507934,0.0011468171,0.0007601915,0.00050443667,0.0005696038,0.00028783514,2.3301076e-05,0.65101373,0.6564233,0.65380555,0.5979405,0.6934093,0.748161,0.64206165,0.70216835,0.6370197,0.6120062,0.5538422,0.68005764,1.38
2,-656.3122,-88.744835,-19.208275,-7.6991796,-47.626247,1.6025088,6.9145746,-12.982996,-15.389635,6.8162107,-3.3067148,-2.2371426,-5.467502,8.382838,-3.7311158,9.492275,6.274037,17.706066,-4.861726,11.645553,0.089398704,11.246171,1.4584398,3.932194,-5.1539,6.48443,1.3020762,6.478631,-4.3457727,1.279615,2.8259113,9.827519,2.8058553,1.994026,1.1149205,5.606522,-2.7908564,3.6904025,4.246249,3.2295835,1.0157536e-06,2.7620466e-08,2.68677e-08,2.5041864e-08,2.6958837e-08,2.7037489e-08,2.8776206e-08,3.817275e-08,6.944919e-08,1.2043192e-07,1.023604e-06,1.103356e-06,8.728469e-07,1.4883149e-06,4.739277e-06,3.6204167e-06,4.349823e-06,2.9510888e-06,2.7469048e-06,3.87033e-07,3.0627925e-07,2.2559063e-06,3.9644774e-06,1.2605473e-06,6.7903466e-06,1.065217e-05,1.333132e-05,2.1445961e-05,2.606923e-05,3.502539e-05,2.3396547e-05,9.228708e-06,1.5088246e-05,9.370335e-05,6.441074e-05,1.5257719e-05,1.4938209e-05,1.5834092e-05,1.8259407e-05,5.288974e-05,4.5546174e-05,4.7091224e-05,2.1328584e-05,1.6967742e-05,2.1288586e-05,2.127175e-05,5.356225e-05,0.00058176025,0.0016748757,0.00029624905,2.5375139e-05,4.2184976e-05,3.9229806e-05,8.216314e-06,8.884161e-06,6.5451086e-06,1.3997324e-05,1.2209253e-05,0.00016747008,0.00030100127,5.4518616e-05,4.655531e-06,4.2651945e-06,5.8313535e-06,2.311835e-05,9.898675e-05,2.3280209e-05,6.878361e-06,5.491011e-06,3.051233e-06,3.0707301e-06,2.6259886e-06,1.2291116e-05,3.709484e-05,1.6579432e-05,1.4264887e-05,4.7771406e-05,4.3937885e-05,0.000105706895,0.0001597678,0.00094217743,0.00048608592,0.00015830577,0.00015872941,0.00031580782,0.00045797348,0.00017335342,0.000100468984,0.00054896326,0.0006489366,0.00085785676,0.0010705554,0.00045648287,0.001074108,0.00043547846,0.0005127202,0.00025637134,0.00032331818,0.00021420454,0.00020606331,0.00017251263,0.00037688843,0.0009168072,0.001542359,0.00074718194,0.00060559646,0.0008877169,0.001462598,0.0008454696,0.00046774835,0.00027426757,0.00017432003,0.00012759207,0.00010537963,9.732588e-05,7.368231e-05,5.046825e-05,7.9488585e-05,9.1662565e-05,0.00016367782,0.00013266124,0.00013492884,8.0677644e-05,5.1997104e-05,3.6760786e-05,1.7828585e-05,4.384235e-06,3.446683e-07,0.32844183,0.20117013,0.28751752,0.2874906,0.44095996,0.34744868,0.46939066,0.51700276,0.48852164,0.6112645,0.47154406,0.5650824,2.34
3,-272.45377,154.07404,-46.71413,29.282381,-12.11582,8.173371,-5.0835557,1.156743,-9.027985,1.1045741,-1.8158219,-1.9786822,-5.736074,-0.14795958,-1.9136353,0.5179079,-2.0893314,-2.1216223,-2.3652143,1.3633276,-1.3097945,-2.9988403,-2.9886491,-1.4775544,-0.8766866,0.27638257,-0.55562764,-2.008088,-1.704848,-0.4483643,-3.6323557,-6.2599387,-2.9995427,-0.39125392,1.4005308,3.2113543,2.3505478,1.2113371,2.112501,1.5716888,0.20525669,0.1465234,0.088117145,1.0339957,1.0404516,0.88416183,1.5889677,1.2211522,0.6658263,0.602185,1.539396,1.1315951,0.67078495,2.2695105,1.5268191,0.5037597,0.4728693,0.34853858,1.3368881,2.041885,1.6901637,1.0264612,0.84419715,0.3377522,0.30917212,0.28491887,0.20281832,0.88641334,1.4655043,0.3790321,0.29929343,0.12930287,0.11457869,0.37677675,0.4664495,0.077011496,0.06756931,0.4133299,0.55699104,0.08437759,0.05351178,0.111826606,0.22924763,0.1690936,0.5153667,0.45269465,0.18259811,0.06970296,0.33831853,0.47734436,0.06547466,0.042618968,0.30807415,0.51858294,0.09708092,0.06907817,0.030492386,0.05561613,0.03140416,0.06162038,0.03121209,0.015621709,0.020013792,0.029437095,0.024156928,0.013178047,0.012652805,0.014190248,0.021594645,0.015634133,0.047638927,0.020422695,0.011728082,0.007205113,0.00961339,0.008329917,0.0070882435,0.005968171,0.013100938,0.024048904,0.017890537,0.0054846397,0.0032654952,0.0053736754,0.0031046108,0.0047977376,0.002768603,0.00174529,0.0013746314,0.0014597712,0.0012127483,0.0009878392,0.0009014262,0.0008706941,0.0009509517,0.0007039591,0.0005201277,0.0004476297,0.0003642805,0.0003327078,0.00027288386,0.00020785494,0.0001686302,0.00014917356,0.00013355794,0.00011214491,8.5126805e-05,6.9587186e-05,5.6231012e-05,4.8889407e-05,3.8824888e-05,3.4132743e-05,2.6855634e-05,2.273079e-05,1.8401253e-05,1.4998025e-05,1.2668299e-05,1.109754e-05,8.7276485e-06,7.6701035e-06,6.1530004e-06,4.5453253e-06,3.8158464e-06,2.774602e-06,1.7742179e-06,1.4542452e-06,5.0974126e-07,5.8968126e-08,0.4280251,0.5526935,0.6270684,0.41022685,0.51575387,0.40742502,0.77820194,0.47707278,0.36683777,0.6390461,0.5113148,0.54228806,3.03
4,-365.70502,120.035904,-6.809343,2.986933,1.0420694,4.051198,-0.18613064,4.4524884,-10.747654,-9.485078,-13.484419,-1.9805536,-4.69616,-1.5836332,-8.8312845,1.1888168,1.8304591,6.4969754,3.1857166,4.3473854,-4.908148,-2.3156862,-0.21510018,6.3546734,1.1775703,4.0658636,2.4466865,0.5153357,-9.137485,-2.3945003,2.0806336,5.808216,-0.15463145,-3.2608871,-7.135725,-1.417925,-3.252729,2.115285,4.724375,9.076569,0.1650204,0.016281968,0.008098746,0.011750548,0.10505006,0.0876445,0.09471142,0.02061469,0.0129748285,0.5714307,1.0589346,0.04846892,0.46384326,0.5426127,0.059350643,0.5966424,0.18676521,0.006153324,0.004711004,0.16885215,0.12392671,0.0450436,0.0018047479,0.0044066734,0.0026921944,0.024592478,0.11448869,0.024044203,0.0013058879,0.004192784,0.01024244,0.15162413,0.101440445,0.033078466,0.004946694,0.0028909913,0.018434258,0.029799577,0.0022612,0.018752428,0.018782286,0.10241469,0.18640515,0.005370003,0.0012353014,0.018254045,0.058936242,0.022958519,0.0006983069,0.0017974302,0.05818411,0.029884271,0.0005298287,0.0011565302,0.002978292,0.002994933,0.0011398256,0.004389936,0.0029446308,0.004547242,0.0031541775,0.00079722784,0.0016580754,0.0014689148,0.0004959925,0.0035917806,0.004059026,0.0010495189,0.0028532217,0.0020814033,0.0007560439,0.0006690349,0.0009045754,0.00048452753,0.0011070243,0.00067276484,0.00092928094,0.0011900443,0.001633485,0.0013619891,0.00030384894,0.0003875861,0.0002273947,0.0003667402,0.00020476556,0.0002527533,0.00022927068,0.00028141012,0.00019085861,0.00018445628,0.00018109418,0.00014177822,0.00012424175,0.00016110412,0.00017356192,0.00015409791,0.0001269563,0.00012758099,0.00014573694,0.00015473033,0.00021562753,0.00027421443,0.00020962305,0.00020512879,0.0002133776,9.596754e-05,7.973281e-05,6.793327e-05,7.890601e-05,7.050299e-05,7.42526e-05,7.944862e-05,7.194227e-05,7.0218106e-05,6.5614535e-05,6.772048e-05,6.378296e-05,7.113572e-05,6.411677e-05,8.053195e-05,6.463848e-05,5.068866e-05,4.2478106e-05,4.0883486e-05,4.0220886e-05,3.9117193e-05,2.0889616e-05,1.6148535e-06,0.47763532,0.9372246,0.2469017,0.30861422,0.23090325,0.5767545,0.21884197,0.17734513,0.48548853,0.21353462,0.14282815,0.18529448,4.72
5,-264.836,170.72133,-57.183285,-31.319183,18.636871,-38.095676,-38.96628,0.6040399,-18.982792,-24.566343,1.1698141,-13.480801,-25.935663,-3.8879395,-7.6802816,-22.432213,-5.8639493,0.6580173,-11.171266,-4.7754955,0.10665788,-7.8225365,-1.661642,3.2733045,-6.5889926,-3.691872,4.583594,-2.230364,-2.207117,7.2854004,4.039515,-0.39570767,2.636235,-1.320083,-3.8986814,2.219951,0.9170499,-3.2234387,0.9653478,0.5151951,0.016173773,0.015575978,0.016178174,0.020660859,0.041088562,0.13736458,0.8153023,5.781187,33.706257,46.263706,19.177607,11.476222,25.356216,56.496944,21.002146,5.954714,6.9512897,26.658485,27.286486,22.62533,24.138012,15.798622,15.851918,13.301261,5.259648,8.48293,17.230461,16.265556,12.457209,5.125381,1.4131736,1.2339771,3.3001795,3.4048934,4.3848705,6.633673,2.3466744,0.9643876,0.8124387,1.35303,1.7178044,3.289294,4.6847935,4.4474583,5.240477,1.1518031,0.3519952,0.47895107,0.9388964,1.6954598,2.7155561,2.0327084,0.8469268,0.52364415,1.1148036,1.6041027,1.3612837,1.3058997,1.2989931,1.7069056,1.4658593,1.138421,1.4433907,1.5659136,0.74502707,0.41450113,0.3328792,0.8467473,3.4873781,1.4307504,0.43976063,0.77624077,0.6402905,0.5997655,1.4909859,0.48959938,0.34316313,0.47467795,0.3802069,0.29314497,0.18637784,0.017129032,5.6064295e-05,4.2309905e-05,3.6139667e-05,3.2075495e-05,2.9072053e-05,2.6560758e-05,2.4449231e-05,2.2768363e-05,2.1163782e-05,1.9795534e-05,1.8636543e-05,1.7479262e-05,1.6493423e-05,1.5586824e-05,1.4759227e-05,1.3981538e-05,1.3287651e-05,1.260786e-05,1.2030262e-05,1.1465472e-05,1.0956784e-05,1.0466738e-05,1.0028196e-05,9.61504e-06,9.232347e-06,8.881854e-06,8.548833e-06,8.256413e-06,7.976946e-06,7.719526e-06,7.494577e-06,7.286307e-06,7.093026e-06,6.929334e-06,6.7872197e-06,6.6681605e-06,6.566833e-06,6.4976693e-06,6.456477e-06,6.455895e-06,6.5026966e-06,6.6007165e-06,6.8145323e-06,7.234556e-06,7.2452817e-06,5.5250453e-06,0.41761208,0.3575862,0.38630712,0.41028926,0.42103606,0.42743656,0.443934,0.4352677,0.35614872,0.47655147,0.60855323,0.45200855,3.28
6,-124.70287,69.43196,28.803911,13.810345,16.324875,5.6445413,1.6459637,12.381233,6.7849483,5.353899,5.5647225,-4.432545,-2.9308362,-2.1889246,-4.7585664,-0.96569824,-3.5185647,-4.5997725,-4.559111,-1.5847384,-6.0528564,-0.9351157,-3.8079824,0.31904992,-2.6196954,-0.4604422,-4.5343866,-1.168463,-3.2718616,-1.3399152,-4.1251736,-0.75591147,-2.3819578,0.5655575,-4.4106255,-1.5248989,-3.4177144,0.08064724,-2.4539807,0.73039716,1.3971939,7.1257615,15.575626,19.964233,24.998936,30.391212,21.062078,12.9588995,9.311017,7.5321107,5.9862638,5.630483,3.808363,2.519026,1.9469779,1.6077838,1.1963773,1.2150897,1.2651054,1.1787622,1.0261105,1.0560843,1.3825874,1.2524091,1.5274473,1.9049146,1.1067328,0.7751717,0.52733827,0.7565458,2.1312919,1.9845005,0.8865635,0.6563468,0.6706224,0.49597362,0.36808655,0.31300405,0.2762962,0.37879482,0.29473937,0.3030088,0.22688106,0.14992978,0.16706404,0.18362853,0.15471572,0.20336686,0.23536898,0.20335853,0.16846791,0.16803196,0.17574394,0.19808409,0.21982433,0.24558437,0.24732506,0.19406977,0.15958908,0.15993819,0.14946026,0.16646585,0.1720082,0.14572777,0.13211654,0.13396575,0.14102937,0.109045535,0.108715296,0.13492191,0.13997814,0.11984062,0.100324444,0.090911634,0.09356208,0.089519314,0.0966011,0.105177425,0.09107743,0.102078296,0.10350775,0.09873668,0.0885279,0.07422446,0.06897049,0.058415666,0.052016336,0.05024781,0.044161987,0.03310716,0.026188288,0.02845095,0.038031057,0.04226744,0.03586129,0.0375453,0.04779394,0.05954846,0.06393618,0.06269858,0.093391135,0.1169982,0.09355266,0.06404524,0.06546481,0.0796681,0.076896705,0.06882054,0.07043725,0.071640134,0.06492511,0.073664635,0.08106921,0.07460228,0.07268743,0.08905611,0.09348319,0.09382567,0.11256686,0.11851871,0.13566162,0.18280475,0.18067145,0.26189297,0.3515246,0.4101131,0.2623336,0.02608846,0.7113456,0.76223767,0.7773933,0.82962656,0.7507926,0.74291396,0.67581224,0.6892926,0.6855604,0.6862725,0.65609574,0.6454835,2.53
7,-419.05927,-52.27812,-73.960526,8.621518,-6.854229,-10.983555,-23.174341,-4.6333394,-5.3310366,-1.2239332,-18.111303,-3.3341808,-1.9663763,-2.5675788,-9.263094,-0.111925624,-7.2993946,0.018806541,-5.2820582,4.573305,-0.025282321,0.31960598,-3.6118667,0.89599526,-2.046341,1.5677338,-0.8324239,5.218964,-3.5530236,3.73235,-0.9926861,-0.40280476,-4.1923103,3.9512057,-0.028215159,2.1176915,-2.810094,3.5729105,-1.0274026,0.15365675,1.0280069e-06,2.7770844e-07,8.7283735e-07,2.988383e-06,5.1624265e-06,4.3027558e-06,1.813078e-05,0.000119201686,0.00023551834,0.00037238447,0.0003520386,0.00048658528,0.00094210915,0.002110794,0.0014574508,0.0005037721,0.0007418698,0.00082073896,0.0018379489,0.0010550545,0.0021838986,0.0038567698,0.0029461875,0.0025891676,0.0036265717,0.002459288,0.0018711276,0.001889482,0.0041185366,0.006008685,0.0038387734,0.0021938658,0.0009924487,0.0015475916,0.0017593788,0.0012487405,0.0019483749,0.0021028307,0.0019053229,0.0027202887,0.004098435,0.0077442126,0.006601713,0.015669193,0.010242214,0.0024939892,0.0013931688,0.0012884511,0.0048005437,0.009046718,0.0076312274,0.0124965,0.0179133,0.013366965,0.012055582,0.00893654,0.008237616,0.007209278,0.009874819,0.013859384,0.016915392,0.038364273,0.05997721,0.05671069,0.09534524,0.06516202,0.028575001,0.03449443,0.04489905,0.037888195,0.025002776,0.0134981,0.01130272,0.030263647,0.029239938,0.02839803,0.029678402,0.018503206,0.022188032,0.019490287,0.0071976935,0.007243541,0.011645619,0.00968561,0.008852089,0.011750944,0.02152229,0.027117765,0.019099437,0.012023327,0.0142949885,0.012409848,0.011396654,0.025983088,0.022979029,0.007245647,0.00475048,0.0041667894,0.0022743102,0.0022966338,0.0036422082,0.006119698,0.014360485,0.009011893,0.0125091765,0.01235549,0.009732632,0.008433238,0.0050267396,0.0027240827,0.0020616986,0.0028280518,0.004147066,0.0063219788,0.0048200525,0.0061644847,0.0064602094,0.0066580195,0.004806516,0.0036764536,0.0016160749,0.0020487278,0.0013415335,0.0018120954,0.002522462,0.00097586255,0.00032929002,2.6083597e-05,0.45720294,0.5950468,0.364427,0.3062972,0.3999443,0.3387987,0.47351712,0.3405104,0.44216442,0.501711,0.59563833,0.65437007,2.84
8,-292.30255,60.824852,-14.73052,12.954571,5.3661137,-0.6886352,-3.7598312,-0.35035327,-11.302343,4.481364,-8.571247,-4.129762,-5.860756,-5.3495345,-4.221532,0.49696913,-11.638898,0.79927427,-6.1971145,-1.6076071,-5.7921796,3.0953743,-8.900465,-0.2948614,-5.4506407,-1.5361109,-3.4443066,-0.9958185,-4.499562,3.2224393,0.97428787,2.778016,1.1443645,3.2042577,0.65224236,3.8153641,-2.2117798,3.3212981,-2.1068754,1.4809929,0.004670187,0.0300026,0.0367584,0.065375686,0.17270313,0.51471287,1.0931107,2.23051,1.7693506,1.2345837,0.7433188,0.83440626,1.1151261,2.2287397,1.1352758,0.87213635,0.7884868,1.3016304,0.9394931,0.62208104,0.25726977,0.33078352,0.83846474,1.1034632,1.0478778,0.83385813,1.305638,2.4124324,1.5777643,0.637621,0.44508705,0.36134326,0.20405142,0.11821927,0.12545455,0.21186674,0.2589503,0.9254785,0.93996227,0.23678435,0.10040002,0.12880974,0.1528402,0.14322405,0.425508,0.32704744,0.09049168,0.07153496,0.17500807,0.37125295,0.7209898,0.72433543,0.26116338,0.20224951,0.124136664,0.1492329,0.18171482,0.107080095,0.07435151,0.105073534,0.23525544,0.20120858,0.14822768,0.05330132,0.03625869,0.039393336,0.031921115,0.034485273,0.04781247,0.042083986,0.044641994,0.04988097,0.03932204,0.06101498,0.08928743,0.04052375,0.028975444,0.022242012,0.012486511,0.013953867,0.0072342977,0.007713219,0.012058,0.020677557,0.03497777,0.038600016,0.06403011,0.047210146,0.04924757,0.02538078,0.009762494,0.0017232812,0.000989446,0.0007941087,0.00094040955,0.0012277403,0.0013440815,0.0010815128,0.0011983284,0.0012529676,0.0013239504,0.0017112063,0.0020369857,0.00229817,0.0025756594,0.0020018206,0.001442009,0.001212988,0.001806294,0.0024441944,0.0019266062,0.001545874,0.0017964536,0.0015743197,0.00107111,0.0011522525,0.0013867297,0.0013974218,0.0013997374,0.001064869,0.0009460557,0.0009859456,0.000949212,0.0007032577,0.00050958147,0.0003221488,0.00011856555,1.1014177e-05,0.4046044,0.41384402,0.43070146,0.46093905,0.44977656,0.5185716,0.5142637,0.5120671,0.5581028,0.5211651,0.5335502,0.47728515,4.79
9,-366.94653,229.50752,111.77069,1.9948038,-46.552708,-34.039898,-2.0185742,9.737244,-5.4416146,-25.386452,-28.18975,-14.021031,-0.38373044,-0.94247943,-12.228801,-20.165976,-16.42635,-6.1228037,-0.37983957,-3.8498778,-11.04311,-13.7369,-9.970536,-4.843838,-3.7733974,-6.657699,-9.091654,-7.989526,-4.712539,-2.643504,-2.9856234,-3.8986197,-3.4883144,-2.354226,-2.4917402,-4.131907,-4.9037657,-2.515417,2.2449987,5.930863,0.040397547,0.04610992,0.40274316,3.6748798,11.022347,67.15621,61.791378,37.48957,27.660522,12.418861,10.350605,25.125679,60.20972,13.333464,17.169628,17.637114,30.036621,11.718512,11.685069,14.67525,6.1365376,2.668513,4.573521,2.194729,7.2485056,8.688595,3.8137903,2.0384521,1.8279796,1.963951,2.1442301,2.4384139,2.4401636,5.1610284,4.61678,0.70338225,0.38906428,2.358239,3.9144435,3.4347076,3.3566086,2.252939,0.39673275,0.4083786,1.2203313,0.7489024,0.046737965,0.008017914,0.0015517396,0.0015503725,0.0013147107,0.0006874919,0.00032281975,0.00016611494,3.1636326e-05,4.280788e-05,3.3619162e-05,2.6035088e-05,1.0651486e-05,1.2579396e-05,1.3508638e-05,1.1194607e-05,1.0359583e-05,1.1592496e-05,8.421479e-06,6.134474e-06,6.616575e-06,6.6484154e-06,5.7747247e-06,6.6661337e-06,5.0588515e-06,4.19723e-06,4.5200804e-06,4.169976e-06,4.3551327e-06,3.7283835e-06,3.1927327e-06,3.2822345e-06,3.1103978e-06,3.0992292e-06,2.5960244e-06,2.528311e-06,2.4703909e-06,2.4028868e-06,2.1075098e-06,2.043146e-06,1.9882375e-06,1.882561e-06,1.6988546e-06,1.6771492e-06,1.6120714e-06,1.4666314e-06,1.4291094e-06,1.3762425e-06,1.2638635e-06,1.2265535e-06,1.177726e-06,1.0948978e-06,1.0667741e-06,1.0099451e-06,9.591402e-07,9.2615915e-07,8.716222e-07,8.477323e-07,8.031339e-07,7.743281e-07,7.399421e-07,7.1134576e-07,6.8249074e-07,6.575699e-07,6.3325643e-07,6.1264967e-07,5.9105054e-07,5.7465e-07,5.54305e-07,5.410163e-07,5.2508426e-07,5.139638e-07,5.0318374e-07,4.955444e-07,4.9014955e-07,4.866014e-07,4.869583e-07,4.924769e-07,5.071683e-07,5.385888e-07,5.427472e-07,4.0662053e-07,0.41988194,0.28434798,0.36166823,0.34803313,0.79887515,0.48518595,0.33329538,0.46161175,0.4347805,0.59034145,0.33987248,0.4073005,1.24
