,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,class
43,-380.86942,95.78391,-18.948833,7.823297,2.1965132,-0.36863735,6.3440466,5.9239573,-5.3649096,-2.455297,-5.645255,-1.7253219,4.603702,6.8430605,-2.6134143,5.745422,0.6183186,-0.7041207,-0.779393,1.966184,-4.111138,-1.3501205,-2.6382864,-1.8470205,-2.4024587,1.6324062,-2.773397,-0.27574468,0.22871453,0.02481282,-2.6755128,0.6213765,-2.8026545,-0.9390458,-0.6824057,-0.6425622,-1.3126751,-0.5136255,-1.3930157,0.16571191,4.76
44,-21.680721,13.575447,5.411643,4.7194653,1.7041849,4.0732756,0.098230734,3.2538104,-1.3428925,1.9990122,-1.8575199,1.190187,-3.3175426,0.20130187,-3.455294,0.8375626,-2.7226357,0.9440326,-2.8260334,1.680485,-1.3903005,1.6898136,-2.4413881,1.4908816,-2.7439423,0.86976296,-2.5983357,0.91395617,-3.8067405,-0.83046174,-4.1100965,-0.21258707,-3.9530478,-1.126216,-5.075397,-1.1012716,-3.598009,0.03728788,-2.171341,1.5510563,1.02
45,142.62477,47.802242,-3.3608055,6.426278,3.1410413,8.273138,2.601517,1.5516756,-1.033581,2.228824,2.886049,0.9761806,-2.972935,-1.4972659,-2.4311378,-3.1990614,-3.5328164,-4.1262717,-4.4498787,-0.6292277,-0.3525113,-3.3825612,-2.6908593,-2.1697822,-1.9032632,-0.35775244,-1.0509856,-0.8585854,-1.5312122,-0.5773053,0.28358275,-0.5303214,1.3435966,3.0659773,3.6725833,3.2924953,1.8053184,1.0050579,0.68449384,0.67944753,1.46
46,-467.6289,78.592285,-2.0678687,18.79143,1.9501185,-3.6632514,-4.6343455,-7.3686466,-3.1156604,0.08343789,-3.1393971,0.3361317,-5.4305654,-3.9707954,-4.2847443,-1.0327839,-4.5695677,1.3599633,-5.494211,-1.3284701,-2.2726269,0.01117793,-1.863215,0.50665516,-3.875854,0.9806364,-2.0794473,0.65172106,-1.8750824,1.8654317,0.011978963,4.073225,-0.167709,-0.16656516,-4.7354803,-3.1567333,-3.8273776,-0.61273533,-3.8281894,-2.1488178,4.82
47,17.97424,-0.7829888,0.22961251,4.885195,1.3050264,5.6911716,-0.4876845,3.1637943,-0.2572422,5.123457,-0.44106272,4.0361204,-0.7314307,3.7629533,-1.1797805,3.2364597,-0.67651075,3.1645699,-0.21800351,3.257863,-0.49448442,3.1539125,-0.3719505,3.609376,-0.3630727,3.6922371,-0.2381212,3.0821748,-0.8840118,2.798366,-0.5497434,2.324291,-0.463539,2.9821167,-0.51440054,2.2799604,-0.49671662,2.4389017,-0.63454145,2.4670427,1.12
48,-299.12292,215.15857,-85.431694,-67.33104,28.69603,-25.374062,-53.1284,4.4154153,-1.9642838,-39.624123,-13.404927,2.7054334,-24.159704,-19.003557,0.4527807,-14.765411,-19.74165,-1.0600667,-4.4845695,-13.590275,-1.4147797,0.2993694,-10.489485,-4.3793383,1.5845902,-5.9586883,-2.4562368,5.9595976,-0.33125672,-2.3158796,5.2619367,0.8837455,-4.7570963,3.0067687,4.1020308,-3.2371097,1.0781535,6.0122,-1.0190108,-2.187719,2.2
49,-22.091808,61.153065,-19.317244,-0.5750655,-20.041962,-4.967235,-17.089354,-8.650762,-15.868536,-13.419448,-3.395368,3.8509028,1.7738621,3.3280797,3.5819952,3.805117,-2.5726502,-1.7617303,-6.1930995,-2.2455947,-2.3281863,0.13421884,-2.5343711,-2.140283,0.8143785,3.5213318,3.834038,7.6874046,8.544174,9.098345,5.776722,2.6803715,2.6976929,1.1428725,0.30383587,-0.06684177,1.1191933,0.38254467,0.12153549,1.6614271,3.69
50,-323.66022,148.89183,-55.97702,19.222399,2.1058614,-6.9882965,-7.0736613,-8.050276,-11.473397,-8.237399,-6.634958,-4.4461255,-7.3604026,-5.9148264,1.4457923,-11.052303,-4.157488,-3.8537922,-8.003282,-6.3499613,-5.665643,-7.21842,-6.685439,-1.7063684,-3.7225947,-1.7916945,-4.2627892,-4.4436736,-5.5542235,-6.043252,-5.561886,-7.495996,-4.341121,-5.75198,-6.0431585,-1.8534538,-2.3171644,-6.557882,-3.1498718,0.57790965,3.42
51,-438.76636,188.55785,83.86453,-21.178534,-77.26347,-70.78178,-27.030592,12.425836,20.882332,1.2357656,-22.766684,-28.956146,-13.798906,8.068996,18.660858,11.669496,-4.2550163,-14.892681,-12.792251,-2.0823712,7.036789,7.885772,2.1670349,-3.1859505,-3.142287,1.2284532,4.7945623,3.8078914,-0.65986925,-4.218091,-3.672206,-0.047044724,2.6181865,1.3021383,-3.1502619,-6.904466,-6.8483934,-3.4589765,-0.16355272,0.018604513,2.36
52,-234.59584,72.157776,-28.7101,1.0698068,-21.721426,3.860019,8.638114,-0.8220482,3.015678,2.802641,-0.6709962,7.094456,-2.0882955,1.6931669,-4.3820395,0.95711696,-0.7254819,1.422998,3.3964674,5.0839953,1.3287734,3.6402538,3.4364316,5.0232735,-1.1809382,3.8222418,-2.4143004,-1.389984,-0.1700113,4.591842,0.00321141,4.1955776,-3.2490404,-0.7541866,-0.9964833,2.4674928,-2.2673178,1.8085968,-1.1044511,-1.2193114,4.83
53,-405.26453,85.07076,-3.8328276,26.759874,-1.1560842,2.7791128,-0.5982171,4.628984,-11.43754,10.351586,1.4086163,6.2782664,0.385502,-0.2835802,-3.0895927,1.2434247,-1.6243317,2.0235555,-2.939372,1.4841129,-5.2096562,-1.6682278,-4.2225895,-2.5243187,-2.8088937,0.37277502,-4.100983,0.2025663,-2.2796252,-0.8659012,-4.1964607,-1.2690504,-4.032093,-1.0588739,-3.7223125,-1.1302761,-3.0198483,1.6052012,-3.5242436,-1.4033784,4.57
