,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,class
0,0.0020391261,0.012858815,0.062261246,0.030906683,0.033696823,0.06754137,0.054984007,0.36406443,0.18963988,0.10330482,0.12989527,0.42003468,0.48301712,0.11749379,0.06369407,0.12233541,0.2568086,0.5382474,1.106481,1.4184383,0.71715385,0.35170192,0.09534879,0.0366585,0.102917545,0.087631606,0.03625296,0.06454905,0.095770694,0.12915519,0.25286278,0.2482152,0.20051777,0.39578456,0.28170255,0.3759659,0.4401238,0.90044194,0.8636782,1.1747689,0.7714911,0.818637,0.37247756,0.3380456,0.7661559,2.4523528,2.7824976,8.302962,16.734638,8.80889,12.927655,13.964713,7.212821,7.622612,17.17792,10.23075,8.3349285,5.6397433,3.6112895,0.6386233,0.24162434,0.34277353,0.36261582,0.3141538,0.38225174,0.47966504,0.03040914,0.0012386683,9.3100425e-05,7.8610115e-05,7.8027195e-05,5.490173e-06,1.6225702e-05,5.6767494e-06,4.4215603e-06,9.099585e-06,1.2576394e-06,2.412565e-06,7.926269e-07,2.0946077e-06,1.3263315e-06,6.3015705e-07,4.1206027e-07,7.42592e-07,5.666581e-07,2.967201e-07,1.7622109e-07,4.3961313e-07,1.7293216e-07,1.4194566e-07,1.8899503e-07,1.5307475e-07,9.427612e-08,1.06292724e-07,1.01943236e-07,6.155833e-08,7.990511e-08,6.0735445e-08,4.232562e-08,6.248923e-08,3.7052516e-08,4.0408686e-08,3.633701e-08,2.8342097e-08,3.3516038e-08,2.3205962e-08,2.8330943e-08,2.0632546e-08,2.3197451e-08,1.7732157e-08,1.965794e-08,1.6046194e-08,1.7022142e-08,1.4855194e-08,1.4529622e-08,1.42051055e-08,1.3379163e-08,1.3088586e-08,1.2451093e-08,1.209253e-08,1.2065797e-08,1.1807311e-08,1.1646068e-08,1.16453025e-08,1.1936379e-08,1.2163221e-08,1.1026455e-08,7.149512e-09,3.21
1,23.702892,13.519018,10.935446,7.3697324,6.297962,4.8728566,5.0529757,5.61411,4.7989616,3.833564,3.130621,2.6732032,4.7668357,5.529514,5.538041,6.5659933,8.08827,6.9419045,4.8863525,3.6002378,5.0120745,5.471191,5.4051814,3.08199,8.43748,12.044515,10.939478,4.8191876,3.2508674,2.5825646,2.0895784,2.1219478,3.4210296,2.4105747,2.063987,1.9674414,2.1010628,2.767655,1.1688671,1.2134267,1.313892,1.0468812,1.5772893,2.0149167,1.2295663,1.044271,2.2182662,3.8667006,3.42241,3.3591557,2.6597996,3.006268,2.79571,2.806393,1.4648868,2.015536,2.0787175,1.3976003,0.82479227,0.51100713,0.7007845,1.0328321,0.80655134,0.9175389,0.965758,0.63341683,0.52586,0.7534893,1.0308629,1.2658387,0.92093456,0.6353906,0.7151212,1.3199635,1.543589,1.494874,0.88122374,0.6204591,0.38256404,0.30818513,0.33272985,0.32331568,0.2650159,0.21934709,0.2115854,0.22112595,0.21323964,0.19285552,0.18329947,0.17936179,0.17321926,0.1834165,0.17457652,0.18444827,0.17550167,0.18139718,0.18595581,0.15850163,0.13033958,0.13574158,0.14949043,0.13944125,0.13186732,0.12590694,0.117698684,0.13070777,0.15810889,0.14675793,0.12442897,0.14043404,0.14525485,0.17193009,0.18288052,0.23339292,0.34395352,0.30821893,0.40229172,0.4498422,0.4077252,0.46690693,0.50157255,0.5461977,0.3860269,0.19587025,0.06376889,0.05905104,0.032992557,0.0027469445,1.24
2,4.0747466,0.53481567,0.19271597,0.14660257,0.44625205,1.3966147,1.3494872,1.786339,2.4706225,2.679916,1.7788067,2.866526,4.9129257,11.523752,7.0746284,3.0088973,2.1907363,3.0205898,2.608752,3.329513,2.3334146,1.1572999,0.94154775,0.7735173,0.7616951,0.75219536,1.0069742,1.0548712,0.4921,0.17275983,0.079346955,0.16179027,0.31251448,0.07564248,0.028282791,0.047128662,0.093732074,0.108587414,0.11954197,0.07809643,0.091265365,0.10779249,0.14577866,0.08787146,0.029375168,0.02466143,0.02207221,0.032648064,0.04465317,0.053382352,0.0480676,0.050784446,0.057153165,0.058807176,0.0479349,0.06441306,0.091717236,0.09333827,0.13809292,0.08549571,0.08251468,0.06606604,0.056353834,0.059575874,0.06420823,0.06499989,0.07679503,0.037938345,0.027866358,0.03342164,0.017136248,0.012322703,0.012606723,0.02413097,0.021423897,0.032833386,0.048588388,0.048731085,0.052852336,0.042474877,0.04447841,0.04243712,0.039657794,0.0448325,0.06253887,0.045888342,0.032426897,0.034972195,0.03229973,0.03381252,0.027683944,0.040073186,0.047015294,0.040097274,0.03289003,0.030494979,0.033749532,0.045181077,0.033196647,0.028397182,0.02350165,0.03516085,0.016469477,0.011765599,0.0061880704,0.005965376,0.006192872,0.0057445006,0.004633997,0.0034743305,0.003467466,0.0025015161,0.002806908,0.0018719615,0.0009163657,0.00041959796,0.000164524,0.00028306086,0.0003711678,0.00043371943,0.00032403614,0.000193747,0.000121953584,0.00010059028,6.3843945e-05,3.4936053e-05,1.5106622e-05,1.3324964e-06,4.23
3,0.54051155,0.9860997,1.1379994,1.0402353,0.77062654,0.6803923,0.74828583,0.58686596,0.4491678,0.40729672,0.5176702,0.47765523,0.44779283,0.30090156,0.22090036,0.17578201,0.15499432,0.15823835,0.22297946,0.34385824,0.43804595,0.34827596,0.86342996,1.8334149,1.4516633,1.6292259,4.248522,3.4508705,0.9185573,0.55893165,0.415502,0.29123825,0.27621672,0.23722254,0.14498214,0.104026325,0.10985163,0.11277571,0.07567367,0.09188802,0.16284607,0.12867801,0.12773772,0.07734789,0.05584504,0.052687168,0.060146257,0.05754531,0.0541536,0.08598251,0.099802144,0.06932111,0.11285536,0.10173567,0.10966671,0.12507053,0.08717807,0.0705067,0.05646253,0.05345201,0.052093133,0.0464541,0.071838535,0.04239877,0.031073205,0.036467537,0.0370054,0.03703703,0.028311487,0.027879769,0.033497065,0.03927469,0.039852142,0.038869828,0.03442656,0.032936543,0.033778906,0.024469094,0.022074096,0.019511368,0.019872364,0.021970617,0.021371491,0.027215557,0.02968957,0.02826514,0.037118886,0.035624538,0.031166427,0.041642226,0.038032852,0.031578213,0.024340296,0.024469526,0.026722798,0.02981873,0.025736032,0.021271238,0.020944411,0.02293209,0.031264562,0.032486252,0.034800667,0.04267625,0.046080828,0.046385318,0.057562992,0.061762016,0.06448242,0.055398755,0.04436658,0.041375637,0.03388215,0.02554731,0.025009373,0.020642646,0.01830642,0.0195328,0.019971762,0.014010055,0.011817881,0.009402621,0.00564218,0.0034272508,0.0026260167,0.0018442333,0.0008132085,6.520402e-05,3.96
4,1.654023,10.403384,27.339436,39.4331,54.794724,69.666275,52.235573,28.144905,20.808401,20.934162,16.95738,13.523726,10.056847,7.4240475,6.1012526,4.7714133,3.9856868,3.7075477,4.089405,4.0620966,3.7611055,3.974191,4.325993,4.3559327,5.2042255,5.1190763,4.0162168,3.449277,3.150683,3.3686564,4.6136017,3.8330374,2.4682481,1.8716353,1.655223,1.4868832,1.3644542,1.2762202,1.1080388,1.4138404,1.2585949,1.1939033,0.93311024,0.81745476,1.0207703,0.97954273,0.84897083,1.1307408,1.1832223,0.9117386,0.64651483,0.5518626,0.5039536,0.63441247,0.756882,0.7278668,0.6712887,0.68972284,0.6074741,0.5714091,0.6484364,0.6322415,0.4939734,0.43807065,0.37361422,0.33201617,0.3745125,0.37829345,0.34890792,0.3896947,0.32084447,0.25341976,0.24466738,0.192044,0.15971601,0.19618452,0.20696966,0.16537485,0.13676205,0.13467339,0.16097012,0.13415086,0.1301276,0.13941896,0.11376497,0.08433787,0.072322235,0.07164017,0.06426332,0.04867985,0.037599448,0.039936546,0.0486508,0.05123613,0.049743876,0.050554655,0.058730878,0.073063694,0.072825015,0.09256338,0.12263383,0.10734705,0.093751326,0.07472122,0.079301186,0.093724385,0.104072034,0.109729886,0.103916086,0.107673,0.105216295,0.11170841,0.11266626,0.113044664,0.09826184,0.0931806,0.108178146,0.11361178,0.11800365,0.13442807,0.14782093,0.16422246,0.21319582,0.25617927,0.30745032,0.37383643,0.23081078,0.020222424,4.24
5,0.023566319,0.14306444,1.4819887,3.1063862,2.1148794,1.330607,2.8718388,6.006664,4.843407,3.3404047,3.7963398,3.0790563,1.7741495,3.480731,3.0447598,2.0980043,1.5705287,1.204281,0.9345493,0.47685882,0.23750858,0.1684606,0.14944959,0.13225897,0.093859315,0.09875834,0.2049048,0.33384696,0.24354851,0.22687101,0.17780764,0.11913352,0.1222691,0.101762906,0.21153723,0.33247823,0.27383658,0.15773973,0.12422483,0.1200618,0.13259602,0.14839646,0.123834096,0.090341225,0.114650704,0.08772367,0.060058136,0.06002128,0.042155005,0.04414822,0.050208133,0.05883999,0.06770048,0.046199005,0.034842487,0.037810676,0.045977224,0.034480967,0.033300575,0.03623011,0.039094385,0.07620149,0.11092681,0.1684491,0.14267813,0.120985374,0.080756776,0.059834685,0.052509695,0.035012346,0.024099356,0.025511544,0.022869099,0.026931612,0.03007709,0.042435057,0.07040444,0.06290255,0.052193698,0.043427523,0.048096254,0.053350426,0.034852196,0.025213534,0.01703292,0.015293059,0.010510065,0.014771771,0.037877996,0.03538759,0.0256778,0.014722677,0.01240146,0.007982362,0.005430939,0.006146281,0.009157307,0.009299699,0.007947089,0.007935857,0.008251703,0.00786453,0.0081795985,0.010857547,0.014675043,0.013984701,0.01755194,0.017864307,0.018269636,0.015954731,0.020402785,0.03144158,0.028418452,0.024822762,0.025549328,0.032230053,0.026312182,0.02181238,0.015233633,0.010931471,0.0059083877,0.00076076516,0.00065158994,0.0013421312,0.0010872376,0.00095319096,0.00060618523,3.687086e-05,4.61
6,28.628763,2.9341373,1.0369911,0.7811706,0.9414058,1.2016193,0.84703547,0.79190475,0.733389,2.015231,10.245505,41.999863,21.665808,37.127346,62.014713,86.66527,74.58615,79.742294,52.25559,40.383907,32.612392,27.545424,25.904636,51.876545,27.413582,13.4345255,29.095886,29.161968,47.70918,28.947851,28.312883,35.23429,31.268312,20.276329,23.497663,24.063078,37.958393,16.139406,12.556349,14.037236,18.024593,10.66916,4.9335413,4.0373883,5.757036,6.8839865,9.651768,5.6035047,3.8283381,3.6142035,2.199238,1.0149138,0.4313933,0.24187967,0.25676033,0.48341885,0.56923115,1.8049335,1.4720633,2.1787112,4.766715,4.4420877,4.503034,2.5800152,1.7012773,4.202851,5.545449,2.8135598,4.5897884,4.060523,6.304455,6.194522,4.763365,2.262833,1.6964567,2.4463239,3.7532594,4.124906,1.7376382,0.90956527,0.9589252,1.1411005,0.51606303,0.36621392,0.33613503,0.19013564,0.14131,0.13376209,0.1551363,0.10130818,0.05820796,0.06318357,0.08074069,0.065208085,0.1743341,0.13831435,0.1002347,0.1216837,0.112789765,0.062774666,0.025485571,0.023433914,0.023860993,0.020345611,0.017029943,0.008685076,0.008307083,0.0077999756,0.009576064,0.013351088,0.00993342,0.0073716957,0.005285109,0.0051169614,0.0042376267,0.0067907777,0.0074307653,0.009381966,0.018062158,0.018840833,0.01925892,0.018601855,0.022038028,0.25441557,0.59205306,0.031200204,0.0091706505,0.0007972226,2.19
7,0.0014517244,0.0013973999,0.0030436227,0.014994158,0.09818054,0.26841414,0.258703,0.29444152,0.27114043,0.34546852,0.537043,0.82572335,0.56803536,0.13233508,0.05984842,0.08378178,0.10301317,0.05232626,0.033504207,0.04281216,0.14292328,0.2021436,0.24150153,0.11915516,0.114234224,0.05198626,0.03383206,0.083570994,0.05274655,0.02901055,0.021096164,0.014419259,0.014746687,0.021648813,0.020238925,0.018231235,0.011440762,0.012395458,0.016040567,0.016801905,0.024286488,0.029432792,0.020397188,0.017354105,0.01078006,0.010567423,0.012054643,0.014843428,0.013926804,0.020706417,0.020124359,0.019070128,0.025174093,0.026797714,0.022581859,0.015131358,0.008424632,0.0062681823,0.0032384403,0.0027408435,0.004428736,0.004209168,0.0044604866,0.005286774,0.007151111,0.004899227,0.0033274072,0.00246707,0.0015241784,0.0015422595,0.0011969327,0.0005149264,0.00046783712,0.00035830837,0.00043079862,0.00068423175,0.0007645699,0.0010950202,0.0020409408,0.0021958908,0.0032553473,0.0038708332,0.0021390168,0.00176313,0.0010137509,0.0011997807,0.0006822318,0.00065521605,0.00052026764,0.00053350884,0.00039385151,0.00041426747,0.00031088464,0.00036464215,0.00051933125,0.00047321647,0.0003422295,0.00022529865,0.00016050284,0.00013663337,0.00017439376,0.0002087685,0.00017796711,0.00013360633,8.354515e-05,6.681698e-05,5.6234017e-05,5.101643e-05,4.0484927e-05,2.7476874e-05,1.2527248e-05,4.4581216e-06,7.419181e-07,1.7814229e-07,6.57471e-08,5.0506966e-08,3.4403808e-08,3.4002316e-08,3.1491894e-08,3.6485368e-08,3.7062506e-08,3.5790816e-08,3.60531e-08,3.1867962e-08,3.17616e-08,2.4973643e-08,1.4977038e-08,5.3171556e-09,3.88
8,144.5718,778.69196,870.9896,756.86725,1177.1604,524.5482,226.0027,124.22623,122.74134,116.87414,87.938484,63.587082,79.06808,52.33232,62.01131,164.59447,100.509544,34.1869,63.19279,36.76307,32.813404,52.62172,54.438957,62.013527,59.65526,62.26841,52.051083,116.22617,169.56038,75.899536,17.713598,43.622086,25.764687,12.876106,12.338178,23.219368,19.944828,33.591816,26.680351,11.323053,10.783737,18.474564,29.021244,11.584458,8.407659,9.58847,19.701994,10.093403,30.497566,18.689985,7.5541887,7.6123996,10.876618,16.304325,7.05777,6.096562,8.584689,13.974244,6.6042724,6.3942766,5.076731,6.6793694,10.418668,4.8003216,3.7947876,3.3093405,3.0311048,5.5701456,5.047438,2.517555,2.4562414,2.7205276,4.985633,4.064046,2.701388,3.1082935,3.7507405,2.0134804,3.344119,1.882461,3.8155,2.4115045,1.6248957,1.691135,1.8448238,1.2344259,2.5425146,3.2742445,1.4149678,0.82135653,0.794216,0.39019892,0.49933052,0.2733749,0.21022269,0.41459653,0.31304714,0.6247167,0.62202865,1.364761,1.0440428,0.69886667,0.65711224,0.7611666,0.73090804,0.6952676,0.6381592,0.6716832,0.42548993,0.4789328,0.44340926,0.5073652,0.48475116,0.46988395,0.42581627,0.32520503,0.47168985,0.3425432,0.14779109,0.09475974,0.08736086,0.13553526,0.2933269,0.3441656,0.23270187,0.26510504,0.14109765,0.011839083,1.19
9,0.065451734,0.60731363,1.0272238,0.9436102,1.0332677,0.9303419,2.028723,3.9617045,3.5522854,3.8994424,2.725306,1.3959488,1.3063602,1.3593135,1.6053818,1.5338751,1.6111814,1.8139206,1.3993257,1.5942714,1.3024914,0.9566819,1.019056,0.6528025,0.33366382,0.282919,0.44100896,0.37164307,0.40523174,0.8454645,0.8573666,0.60497534,0.68023086,0.28743774,0.17245238,0.28791863,0.18595593,0.19756211,0.26997194,0.45749763,0.55763066,0.28349903,0.13132554,0.1350013,0.18562554,0.105788425,0.096801445,0.115751065,0.08003074,0.06060401,0.06151694,0.04303351,0.026511133,0.042802405,0.056586403,0.041129783,0.031738646,0.03894007,0.038931247,0.11989873,0.08082185,0.053349115,0.05028187,0.022613043,0.03574792,0.026978573,0.0009668553,5.0759656e-05,4.154754e-05,1.707049e-05,2.8495576e-06,3.8270247e-07,1.3762114e-07,1.4594586e-07,5.459351e-08,3.1742612e-08,1.8755625e-08,1.2450905e-08,1.917721e-08,1.3797814e-08,9.710357e-09,6.5332455e-09,7.000857e-09,8.421078e-09,6.54034e-09,4.8773403e-09,4.829056e-09,5.752002e-09,4.8393494e-09,3.888163e-09,4.162745e-09,4.1517847e-09,3.736848e-09,3.3790761e-09,3.5783794e-09,3.2874667e-09,3.0166734e-09,3.1218754e-09,2.9824792e-09,2.7818805e-09,2.7428861e-09,2.6169997e-09,2.5202842e-09,2.4943632e-09,2.3583175e-09,2.3861313e-09,2.2713982e-09,2.2716973e-09,2.168434e-09,2.0796818e-09,2.0799966e-09,1.9944286e-09,1.9588953e-09,1.9009523e-09,1.9007358e-09,1.8632622e-09,1.8176539e-09,1.82774e-09,1.7570116e-09,1.7028795e-09,1.6939663e-09,1.6458905e-09,1.6459502e-09,1.6192998e-09,1.5824275e-09,1.5403193e-09,9.0330365e-10,1.279831e-10,1.76
