,0,1,2,3,4,5,6,7,8,9,10,11,class
50,0.55980617,0.6335471,0.664769,0.55772096,0.5809398,0.6047714,0.47540528,0.45010775,0.44772977,0.41756713,0.4006443,0.5012726,3.42
51,0.2629941,0.3125908,0.4502677,0.23022853,0.223244,0.27991015,0.2311609,0.273825,0.4015812,0.68546295,0.47785497,0.32547933,2.36
52,0.34510294,0.42020476,0.42039534,0.38112944,0.42615238,0.43182567,0.36306205,0.3276015,0.33904415,0.36379126,0.655947,0.3775927,4.83
53,0.54586226,0.6685334,0.763771,0.63203406,0.5742101,0.48552325,0.43034437,0.42386416,0.40422323,0.49413592,0.524728,0.4845424,4.57
54,0.70148826,0.70669276,0.7412552,0.7364453,0.6615291,0.6097425,0.59011036,0.632759,0.6195636,0.6589017,0.6729552,0.6506933,2.69
55,0.62193286,0.5484609,0.55362695,0.5996713,0.71795744,0.75807166,0.5893445,0.559169,0.48838392,0.6531708,0.7756172,0.69976896,3.32
56,0.41683143,0.32181242,0.48996982,0.44708508,0.37009066,0.3503492,0.35160372,0.39261281,0.41459405,0.62400657,0.6991157,0.47036088,3.92
57,0.31406528,0.5985019,0.34667572,0.2600674,0.27161005,0.3481799,0.53693515,0.4006226,0.7275071,0.51561195,0.3990786,0.4509031,4.72
58,0.4014795,0.2335471,0.33969986,0.32853082,0.8345282,0.39027637,0.26503214,0.44834226,0.37164444,0.6132771,0.25693485,0.4044926,3.64
59,0.55169046,0.28077844,0.48516166,0.31493214,0.5909357,0.3223769,0.35569847,0.575263,0.30999586,0.39487913,0.31329587,0.5951104,4.32
60,0.5467926,0.58189654,0.50902635,0.50342447,0.529278,0.5077789,0.49667552,0.5289581,0.548093,0.4838979,0.4843214,0.53119975,1.16
61,0.3836948,0.38002682,0.5971029,0.55208087,0.49486122,0.48085627,0.4648485,0.44542947,0.48462373,0.4649531,0.53956306,0.48710978,4.53
62,0.55980617,0.6335471,0.664769,0.55772096,0.5809398,0.6047714,0.47540528,0.45010775,0.44772977,0.41756713,0.4006443,0.5012726,3.53
63,0.5055929,0.46806607,0.66364306,0.9421905,0.8148617,0.70765215,0.637948,0.634302,0.6049004,0.5141237,0.47628766,0.40960646,4.42
64,0.3402586,0.3834216,0.4221989,0.34808263,0.40203634,0.4642173,0.30490202,0.42115614,0.28239986,0.38065642,0.32118142,0.41379142,3.61
65,0.323559,0.37962562,0.42526135,0.4170498,0.54792005,0.33966625,0.38444316,0.45672822,0.46648785,0.6935851,0.38079047,0.36250156,4.92
66,0.6011379,0.32486525,0.3774503,0.40675983,0.39488673,0.49527866,0.45154378,0.5900714,0.4821451,0.34840694,0.35614103,0.40622795,4.24
67,0.99196756,0.47950292,0.4689009,0.470401,0.44476396,0.46163076,0.42300525,0.587694,0.4235358,0.3938329,0.48805615,0.45444915,1.46
68,0.25861588,0.33290273,0.38011745,0.36068064,0.3094764,0.26010898,0.5902257,0.55204165,0.26768628,0.27197507,0.28143084,0.47426978,4.88
69,0.693932,0.69618106,0.6739696,0.65960795,0.6620913,0.68320125,0.7000977,0.71982,0.7196529,0.6981707,0.65598077,0.7135104,1.21
70,0.3436286,0.3938996,0.53045726,0.22905,0.21409579,0.27065364,0.22322524,0.25817624,0.37499887,0.65375286,0.4596398,0.3044376,2.2
71,0.5559444,0.48081568,0.49434736,0.45742184,0.53098077,0.5530633,0.51229686,0.49067327,0.5719119,0.62879497,0.546704,0.5599695,3.04
72,0.33868065,0.35319233,0.2934644,0.5213966,0.5666374,0.3567364,0.37676072,0.42519698,0.39302436,0.3908505,0.35099366,0.3032135,2.96
73,0.39514562,0.29328644,0.34588188,0.26588878,0.2881535,0.29448792,0.36054543,0.4157909,0.3777937,0.3269109,0.8748926,0.79591066,1.65
74,0.54712313,0.5818575,0.63103724,0.6130506,0.55484986,0.5393241,0.4805139,0.53846866,0.5359518,0.48320666,0.5318378,0.5475564,3.19
75,0.7109055,0.73635554,0.7453287,0.6971209,0.6500532,0.6527908,0.67032623,0.65475345,0.6680516,0.73622185,0.85942215,0.76141524,2.38
76,0.5366599,0.7054247,0.5398953,0.5569281,0.53187984,0.5246291,0.36875978,0.3185555,0.36494318,0.38897988,0.39701584,0.3957276,4.42
77,0.47878325,0.16137704,0.19347346,0.6503653,0.20719215,0.29973552,0.1569063,0.5188991,0.16438456,0.21641397,0.33451945,0.16793227,4.58
78,0.5770191,0.5002474,0.47564846,0.40677953,0.381732,0.4664676,0.41751632,0.5580789,0.48352298,0.52083373,0.7083962,0.5209978,5.0
79,0.33078232,0.2773512,0.48299226,0.3834583,0.48466915,0.49379253,0.49905348,0.43508226,0.3022827,0.3387632,0.29360393,0.3737896,3.46
80,0.78081334,0.7743957,0.6199334,0.57637364,0.5729344,0.5755563,0.6135973,0.56511486,0.50137633,0.47345683,0.47624388,0.5088196,3.88
81,0.5720714,0.6013336,0.6104415,0.44755134,0.5471061,0.5070857,0.48781425,0.5396679,0.52508575,0.66490954,0.63007987,0.6066579,2.32
82,0.29735982,0.25142866,0.29275662,0.29853964,0.43042654,0.3241963,0.35122555,0.52134705,0.41856208,0.5887992,0.3655842,0.2828317,1.84
83,0.45159918,0.5591427,0.8094516,0.8266698,0.7563395,0.5556098,0.36546513,0.32910946,0.3774639,0.6600313,0.60307693,0.43119472,4.23
84,0.40238443,0.40781376,0.41359928,0.45320883,0.45047957,0.48480007,0.5242599,0.499238,0.5414635,0.5336789,0.5059374,0.5164586,4.9
85,0.5024953,0.46593222,0.80093986,0.5368995,0.36196446,0.43803695,0.47608864,0.44225463,0.45066053,0.55374044,0.32196528,0.33784986,1.32
86,0.7031358,0.63285935,0.60932684,0.6059903,0.7083004,0.81041735,0.93013996,0.73557764,0.70970577,0.74177617,0.62448126,0.7068611,2.76
87,0.44525054,0.47804776,0.51496834,0.38779297,0.49256134,0.39960548,0.5119791,0.5083294,0.46151692,0.7091745,0.45360023,0.48146835,2.26
88,0.5307465,0.56332654,0.5274049,0.60093087,0.39478847,0.38362524,0.2981555,0.3366068,0.33169773,0.3346657,0.36197975,0.3292748,4.61
89,0.58652484,0.5215358,0.5004438,0.414994,0.39994216,0.41237766,0.4257754,0.43680924,0.527133,0.5792741,0.5600218,0.60067284,4.92
90,0.23868988,0.30040276,0.5824188,0.31923676,0.46799275,0.2752176,0.32595316,0.27849704,0.22380465,0.40158722,0.22979851,0.3810556,4.92
91,0.43035325,0.347924,0.3325717,0.3538733,0.46284515,0.47591615,0.5550567,0.72154963,0.5030656,0.41502047,0.3665243,0.4750937,4.42
92,0.6551997,0.6344392,0.54460007,0.44533187,0.37316215,0.32581216,0.43008065,0.47179267,0.45607153,0.5169483,0.6222448,0.6367024,3.34
93,0.7470582,0.7578401,0.7008704,0.703636,0.6603465,0.6804791,0.69857675,0.71038294,0.71720475,0.739293,0.74422514,0.7433878,1.16
94,0.8381109,0.8350974,0.7493328,0.63730675,0.55626833,0.65669274,0.65012187,0.5837832,0.55798584,0.5941823,0.6187219,0.68646014,4.72
95,0.39633206,0.45567313,0.51415884,0.49621758,0.44684017,0.48745778,0.44485041,0.4329717,0.398596,0.33878937,0.3529006,0.3375236,4.19
96,0.61698335,0.645158,0.6152947,0.6073331,0.5778976,0.6009234,0.5766341,0.5765901,0.62295103,0.604938,0.6410567,0.6131771,3.4
97,0.5713245,0.5198425,0.5098249,0.41499326,0.44298136,0.35505083,0.4166582,0.4692934,0.42684677,0.48703763,0.46625942,0.5445123,4.73
98,0.5578851,0.536302,0.525001,0.5731379,0.70366275,0.7651004,0.6228132,0.6306619,0.6153593,0.5581834,0.5575676,0.54482836,4.08
99,0.6042243,0.32502747,0.37674537,0.4100428,0.39229104,0.49407056,0.45141777,0.59086627,0.4848082,0.3511697,0.3558032,0.39878106,4.96
100,0.76355344,0.25851637,0.4329825,0.47595668,0.31183082,0.2833896,0.23050904,0.94643384,0.34095907,0.28054297,0.30428374,0.269202,2.46
101,0.61736315,0.36222583,0.57084835,0.31068343,0.4585228,0.30085957,0.2996762,0.4459604,0.24993877,0.29428396,0.2937356,0.55813193,2.0
102,0.48096648,0.5509847,0.5679005,0.6040443,0.53619254,0.47872555,0.4348493,0.41867444,0.35064086,0.3614864,0.33613664,0.35740024,3.03
103,0.47440818,0.16712694,0.17962092,0.6501737,0.21343544,0.29592502,0.15198603,0.5164741,0.1670269,0.20913863,0.33545583,0.16222477,5.0
104,0.41229898,0.53790796,0.60319257,0.56771684,0.4876831,0.4665136,0.42567232,0.46594194,0.48839584,0.44343323,0.5050312,0.45583886,1.4
105,0.501599,0.47859725,0.5556981,0.5276799,0.46600088,0.44929224,0.46475103,0.4918799,0.62712383,0.6285049,0.614608,0.59895205,3.26
106,0.57354385,0.601826,0.59151006,0.6208672,0.7263823,0.73406386,0.7882222,0.76087826,0.743646,0.74245,0.7004629,0.6442434,2.04
107,0.5018287,0.64808995,0.5541299,0.33324796,0.39104885,0.39859688,0.48038962,0.48611778,0.5177553,0.55937374,0.46212313,0.4087906,3.26
108,0.5310778,0.44261846,0.5706888,0.48104241,0.39323622,0.53609544,0.3847437,0.35680667,0.36638936,0.3916321,0.5397152,0.43229732,1.26
109,0.51288944,0.5560453,0.5769435,0.5877685,0.6255399,0.6234792,0.5870186,0.592334,0.6727063,0.6269469,0.5819633,0.51504195,1.24
110,0.5665664,0.5636304,0.5112558,0.52520823,0.5019438,0.50898194,0.5414521,0.632764,0.7470929,0.65451115,0.59826714,0.5697262,1.64
111,0.61330086,0.6195774,0.6974075,0.60703564,0.5257761,0.54455656,0.553462,0.50010586,0.57116556,0.53743005,0.4469839,0.45604837,3.53
112,0.3786045,0.4211475,0.5200096,0.40604666,0.37863776,0.42627436,0.42936754,0.38104543,0.40105864,0.6913635,0.5859839,0.39680535,2.88
113,0.41406256,0.5269253,0.41437572,0.52737665,0.55715877,0.4413058,0.48853672,0.47109097,0.6555496,0.70182157,0.4845661,0.5755354,4.92
114,0.5475421,0.45430753,0.6726067,0.4541501,0.5194112,0.51564676,0.40410066,0.42920995,0.35080773,0.48790482,0.33425844,0.5284588,2.65
115,0.69791096,0.6437826,0.88736075,0.6290043,0.6336045,0.62861794,0.58561975,0.63377416,0.64993995,0.68751246,0.6159344,0.6493033,1.56
116,0.5782742,0.526718,0.49187487,0.47637165,0.5613789,0.6130674,0.67493874,0.7063835,0.61948997,0.452893,0.42322952,0.44968048,2.46
117,0.6515432,0.6979986,0.7037409,0.7525531,0.79437304,0.7671853,0.69624174,0.6115851,0.5703618,0.5839949,0.6191289,0.6215061,2.61
118,0.5492202,0.6206033,0.683996,0.771855,0.72344947,0.67497444,0.6951348,0.6970431,0.6307287,0.56108916,0.5425781,0.5258992,4.69
119,0.6595411,0.20974523,0.39625224,0.22002679,0.4214979,0.32829264,0.18830557,0.39920297,0.20100163,0.38239133,0.20173292,0.40508625,3.32
120,0.38258237,0.4172896,0.38377815,0.4713819,0.48011914,0.75146174,0.5402257,0.5423873,0.5265589,0.4317718,0.38058665,0.3358499,2.3
121,0.3871523,0.41677618,0.9453666,0.44508353,0.45736957,0.43587974,0.463569,0.42699513,0.37840232,0.41989723,0.4260667,0.38225955,4.76
122,0.61150956,0.5177966,0.574711,0.58408535,0.6719269,0.6889192,0.5020573,0.6811809,0.50622,0.5718611,0.5798184,0.59774166,3.04
123,0.48613724,0.36494502,0.5688347,0.37488446,0.55673534,0.727289,0.56329024,0.6603724,0.49615037,0.565872,0.36912912,0.31052724,1.36
124,0.30326256,0.29722044,0.52053756,0.43341592,0.49595973,0.5372116,0.49904877,0.40844038,0.28951415,0.35464182,0.28622022,0.328158,1.8
125,0.6223422,0.5448992,0.49541354,0.43493652,0.4150588,0.4706687,0.45532936,0.5321364,0.49088705,0.564389,0.677486,0.54332274,2.0
126,0.48198524,0.50771457,0.40271938,0.44541496,0.46925387,0.45117623,0.37977344,0.3275296,0.45261502,0.57551515,0.55782056,0.6529609,3.65
127,0.46756417,0.5012012,0.55258113,0.5452788,0.58274895,0.7783595,0.6856726,0.8410577,0.7184632,0.61125535,0.6281919,0.47374916,1.4
128,0.71420336,0.71703726,0.73969626,0.7044272,0.64166707,0.6353667,0.67264473,0.69701064,0.68883765,0.76419675,0.8200641,0.7922731,4.72
129,0.63376224,0.556169,0.3820797,0.48091078,0.33266085,0.33430728,0.3153372,0.5785206,0.7054617,0.4298695,0.38683203,0.3839284,4.42
130,0.8873555,0.64276594,0.61814344,0.5702184,0.50125945,0.55589354,0.55736154,0.537153,0.52594894,0.5650421,0.51357263,0.5243839,2.19
131,0.43523508,0.47577497,0.3737527,0.3178429,0.3201305,0.30489594,0.33223474,0.375749,0.47360447,0.51041055,0.6314452,0.46001497,4.88
132,0.7499585,0.75584716,0.70229524,0.7053358,0.6596261,0.6849657,0.70158815,0.7141508,0.7228161,0.74413705,0.7459404,0.7496816,1.22
133,0.85543716,0.69800955,0.75854945,0.66626215,0.58416957,0.5428754,0.6799862,0.5994146,0.5833076,0.4853977,0.41407582,0.41889662,2.56
134,0.55263567,0.37024003,0.38451764,0.3928592,0.4533205,0.45582888,0.4787172,0.543653,0.5483043,0.6075301,0.6067206,0.56842923,2.88
135,0.65003234,0.61662644,0.59720045,0.59891135,0.67912275,0.596018,0.67059225,0.7985671,0.70772374,0.751574,0.6540826,0.6801702,1.38
136,0.22770415,0.12952371,0.81158364,0.18544231,0.16378352,0.13666072,0.08610197,0.10068996,0.16299589,0.44698095,0.15455495,0.06138637,4.96
137,0.6553955,0.3435197,0.3859037,0.29977986,0.43398455,0.56093955,0.2988545,0.39998564,0.29796964,0.44682944,0.5261515,0.3893047,2.42
138,0.4325199,0.49731997,0.599417,0.61910456,0.83164597,0.7027381,0.71339756,0.69924766,0.5391131,0.35716587,0.3282813,0.38767025,1.69
139,0.5802547,0.5468228,0.5822031,0.6270285,0.6893681,0.71933585,0.5488257,0.6274199,0.5246934,0.5483953,0.5408242,0.549521,1.76
140,0.66648424,0.58820254,0.6855192,0.6757421,0.633248,0.6615094,0.518469,0.53995836,0.4686431,0.50444025,0.55812395,0.50228786,4.32
141,0.61146003,0.54091,0.54448986,0.594326,0.71297103,0.74925613,0.5780379,0.5676294,0.50909704,0.66083217,0.7846092,0.712667,4.81
142,0.598526,0.30088642,0.42347664,0.32977498,0.50833756,0.35519573,0.33926168,0.53339446,0.29108247,0.33826604,0.3197417,0.61748344,2.81
143,0.13736703,0.16299532,0.34855688,0.53617966,0.13917623,0.4593051,0.42379397,0.16307095,0.40660775,0.16297796,0.6821643,0.1331825,3.3
144,0.37064603,0.35124165,0.439491,0.29757243,0.6376697,0.33811945,0.5208371,0.5335105,0.32968903,0.49576658,0.26644182,0.4235766,3.84
145,0.8692938,0.88819474,0.79208213,0.7293758,0.6952156,0.76689637,0.74972373,0.7105623,0.6794937,0.6875517,0.719616,0.77763766,1.2
146,0.56427824,0.6033797,0.58292377,0.61918426,0.72704256,0.717355,0.78439194,0.75065035,0.7553417,0.75723845,0.71251976,0.6491295,4.76
147,0.5502858,0.6047989,0.436869,0.38343206,0.34006634,0.45520696,0.51069224,0.4189011,0.4055704,0.3939187,0.5412478,0.5844588,3.42
148,0.5543328,0.65020293,0.49278924,0.5190002,0.4950401,0.50278896,0.5630975,0.3629329,0.37755623,0.30908483,0.32792005,0.43492737,3.88
149,0.34293362,0.29299405,0.4092009,0.29419753,0.34192783,0.37915862,0.39037886,0.42453235,0.3841382,0.32679796,0.7942196,0.77094585,2.19
150,0.31330454,0.47504875,0.5164261,0.38412243,0.5575486,0.36000586,0.43103832,0.263118,0.3911412,0.44211057,0.26194307,0.26966375,3.57
151,0.38871863,0.5294093,0.35124886,0.36611483,0.48669207,0.35780486,0.37638018,0.37491474,0.42815304,0.7571732,0.42477646,0.5173346,4.32
152,0.47955832,0.27835763,0.36792755,0.34144193,0.49386096,0.526841,0.35915703,0.6126129,0.4550238,0.64275223,0.4775908,0.45650488,2.61
153,0.6505895,0.5912544,0.692503,0.6802589,0.64252,0.6700652,0.5251349,0.49194226,0.4049845,0.4407997,0.49537367,0.44345298,1.68
154,0.4472605,0.5446621,0.52733403,0.50060195,0.5337348,0.5114458,0.5861281,0.660011,0.66900146,0.59873015,0.39901322,0.31937554,3.84
155,0.37350756,0.51568925,0.33365765,0.38865763,0.5006484,0.35309854,0.36384767,0.36449304,0.39027536,0.71788126,0.38550332,0.49450374,3.16
156,0.39774746,0.40602982,0.5251668,0.50613475,0.5079416,0.43022624,0.4277369,0.46825972,0.4572969,0.38480058,0.6072521,0.57895523,3.76
157,0.4872471,0.4701828,0.4837558,0.5480551,0.7109797,0.45983008,0.44142348,0.41728795,0.5415796,0.5044636,0.5311824,0.66143954,1.42
158,0.5008519,0.41075355,0.43846774,0.61033165,0.4739745,0.5910787,0.48269752,0.670704,0.56589144,0.34442818,0.50680244,0.42155796,1.61
159,0.6191831,0.54569334,0.45157084,0.45426518,0.4791626,0.6016042,0.5514418,0.5710582,0.5727086,0.49548784,0.53716296,0.6059197,1.8
160,0.43034756,0.39774257,0.33841044,0.4084633,0.48336992,0.59742874,0.5837008,0.59623396,0.5981451,0.45083588,0.3553383,0.35137382,1.69
161,0.71900153,0.74300337,0.7701416,0.83910507,0.8169846,0.7653061,0.6984466,0.68629515,0.6661509,0.69253945,0.6946973,0.67803496,1.92
162,0.29370955,0.353722,0.6785588,0.3268209,0.28866857,0.33024853,0.5289873,0.641722,0.3442796,0.5664794,0.3129916,0.352489,1.02
163,0.33174518,0.31513366,0.39683673,0.33288437,0.39521798,0.3618262,0.43442696,0.4513421,0.35760304,0.41586277,0.88011014,0.7165901,1.69
164,0.52739936,0.5568719,0.50980145,0.50278616,0.56653905,0.7051631,0.78955746,0.6478875,0.6570736,0.6179329,0.59739184,0.5419869,1.84
165,0.75076437,0.4009677,0.34035313,0.3193541,0.25985387,0.32910568,0.27287638,0.43876874,0.2916093,0.19610165,0.21328302,0.25525725,4.68
166,0.21090662,0.18823129,0.32515356,0.19184737,0.20811774,0.2098449,0.3197667,0.9175454,0.16372755,0.22656463,0.14863294,0.20882055,4.79
167,0.38928056,0.40657735,0.35122657,0.36049956,0.4752495,0.5012589,0.42035404,0.3170751,0.388921,0.44997022,0.56755674,0.47098544,4.53
168,0.13944264,0.16359332,0.45578694,0.5285732,0.12151594,0.4346428,0.4175,0.15429766,0.3374296,0.16920114,0.7119948,0.102839954,4.92
169,0.40717465,0.44614783,0.47053865,0.53252286,0.5413964,0.56224,0.5183197,0.5458856,0.48773098,0.50838697,0.47339663,0.447682,4.92
170,0.53519917,0.5659067,0.5876895,0.5889786,0.62895054,0.6236672,0.5989156,0.60530865,0.6853866,0.6393798,0.60142124,0.56909364,1.16
171,0.47886062,0.62017393,0.9250644,0.5226617,0.54761237,0.57191443,0.53552365,0.48849726,0.48076367,0.49313462,0.47960183,0.4338125,1.08
172,0.5833885,0.47704133,0.5094429,0.5259103,0.44498178,0.5188025,0.4292299,0.56185836,0.44441766,0.4611796,0.61396664,0.5591316,4.72
173,0.64817894,0.5972121,0.58426785,0.468952,0.5904199,0.6729931,0.79180855,0.74088484,0.7864718,0.6799987,0.7022617,0.6916386,3.95
174,0.4956389,0.368434,0.49661517,0.5803838,0.4127892,0.50791675,0.31294996,0.35485122,0.33878067,0.3610815,0.49579656,0.40453172,1.15
175,0.39502952,0.37733805,0.45013332,0.3315525,0.3409248,0.40510926,0.3437768,0.35721,0.30555952,0.34680998,0.34228367,0.43621728,3.3
176,0.47597763,0.49864382,0.7404002,0.8517199,0.7067177,0.59501696,0.72387093,0.68841934,0.42651585,0.40338448,0.47883505,0.41470012,2.19
177,0.39919594,0.40841037,0.3840772,0.3600747,0.36243585,0.3796532,0.47914207,0.43466017,0.47741452,0.50175947,0.41398063,0.39517516,2.46
178,0.47412002,0.6854075,0.38507715,0.43139598,0.4965086,0.5588965,0.543545,0.39646518,0.59088105,0.6443316,0.48907715,0.54724246,3.32
